Questions,Code,Decode,,Decode,usage
PrePop Registrations,PPOP6,Distributors Networking - Exhibitors,,Distributors Networking - Exhibitors,Not Used
PrePop Registrations,PPOP9,Pre-pop Registration for MEC and PMV Live,,Pre-pop Registration for MEC and PMV Live,Not Used
PrePop Registrations,PPOP1,BIG5 Initial Prepop,,BIG5 Initial Prepop,Not Used
PrePop Registrations,PPOP4,BIG5 Second PPOP,,BIG5 Second PPOP,Not Used
DMG 18 Digit Contact,18DCID,18DCID,,18DCID,Not Used
"While visiting The Big 5, what products will you be mainly looking for? - Building Interiors & Finishes
",BF02C,Lighting,dummyOther.BIG5productslookingFor.,LightingdummyOther.BIG5productslookingFor.,Demographic
"While visiting The Big 5, what products will you be mainly looking for? - Building Interiors & Finishes
",BF02D,"Sealants, Coatings & Adhesives",dummyOther.BIG5productslookingFor.,"Sealants, Coatings & AdhesivesdummyOther.BIG5productslookingFor.",Demographic
"While visiting The Big 5, what products will you be mainly looking for? - Construction Tools & Building Materials",BF04A,Construction Tools & Equipment,dummyOther.BIG5productslookingFor.,Construction Tools & EquipmentdummyOther.BIG5productslookingFor.,Demographic
Rejection Code - from Email Template,REJ,Excellence in Construction Summit Rejected,,Excellence in Construction Summit Rejected,Not Used
Rejection Code - from Email Template,PCR,Platinum Card Rejected,,Platinum Card Rejected,Not Used
"While visiting The Big 5, what products will you be mainly looking for? - Construction Tools & Building Materials",BF04B,"Metal, Steel & Aluminium",dummyOther.BIG5productslookingFor.,"Metal, Steel & AluminiumdummyOther.BIG5productslookingFor.",Demographic
"While visiting The Big 5, what products will you be mainly looking for? - MEP Services",BF01A,"Heating, Ventilation & Air Conditioning
",dummyOther.BIG5productslookingFor.,"Heating, Ventilation & Air Conditioning
dummyOther.BIG5productslookingFor.",Demographic
"While visiting The Big 5, what products will you be mainly looking for? - MEP Services",BF01B,Plumbing & Water Technology,dummyOther.BIG5productslookingFor.,Plumbing & Water TechnologydummyOther.BIG5productslookingFor.,Demographic
"While visiting The Big 5, what products will you be mainly looking for? - MEP Services",BF01C,"Electrical Systems
",dummyOther.BIG5productslookingFor.,"Electrical Systems
dummyOther.BIG5productslookingFor.",Demographic
"While visiting The Big 5, what products will you be mainly looking for? - MEP Services",BF01D,Security & Fire Protection,dummyOther.BIG5productslookingFor.,Security & Fire ProtectiondummyOther.BIG5productslookingFor.,Demographic
"While visiting The Big 5, what products will you be mainly looking for? - MEP Services",BF01E,Solar Energy,dummyOther.BIG5productslookingFor.,Solar EnergydummyOther.BIG5productslookingFor.,Demographic
"While visiting The Big 5, what products will you be mainly looking for? - Smart Building & Design Technologies",BF05A,Software for Construction,dummyOther.BIG5productslookingFor.,Software for ConstructiondummyOther.BIG5productslookingFor.,Demographic
"While visiting The Big 5, what products will you be mainly looking for? - Smart Building & Design Technologies",BF05B,Design Technologies,dummyOther.BIG5productslookingFor.,Design TechnologiesdummyOther.BIG5productslookingFor.,Demographic
"While visiting The Big 5, what products will you be mainly looking for? - Smart Building & Design Technologies",BF05C,Building Automation,dummyOther.BIG5productslookingFor.,Building AutomationdummyOther.BIG5productslookingFor.,Demographic
Workshop and other Category,WKS,dummyvar,,dummyvar,Demographic
Workshop and other Category,MWKS,dummyvar,,dummyvar,Demographic
Workshop and other Category,HTDB,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1A1,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1A2,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1A3,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1B1,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1B2,dummyvar,,dummyvar,Demographic
Uploads,UPL1,BIG5: VIP DATA BIG 5 2016,,BIG5: VIP DATA BIG 5 2016,Not Used
Uploads,UPL2,BIG5 Exhibitor Badges for printing - Agent,,BIG5 Exhibitor Badges for printing - Agent,Not Used
Uploads,UPL3,BIG5 Exhibitor Badges for printing - dmg,,BIG5 Exhibitor Badges for printing - dmg,Not Used
Uploads,UPL4,MEC_PMV Badges for printing - Agents,,MEC_PMV Badges for printing - Agents,Not Used
Uploads,UPL5,MEC_PMV Badges for printing - DMG,,MEC_PMV Badges for printing - DMG,Not Used
Uploads,UPL6,Big5 Exhibitor badges batch 2 - Agent,,Big5 Exhibitor badges batch 2 - Agent,Not Used
Uploads,UPL7,Big5 Exhibitor badges batch 2 - DMG,,Big5 Exhibitor badges batch 2 - DMG,Not Used
Uploads,UPL8,MEC_PMV Badges for printing - Agents BATCH2,,MEC_PMV Badges for printing - Agents BATCH2,Not Used
Uploads,UPL9,MEC_PMV Badges for printing - DMG BATCH2,,MEC_PMV Badges for printing - DMG BATCH2,Not Used
Uploads,UPL10,"BIG5: VIP data - Disha
",,"BIG5: VIP data - Disha
",Not Used
Uploads,UPL11,"BIG 5 Speaker Badges Rubina/Sabah
",,"BIG 5 Speaker Badges Rubina/Sabah
",Not Used
Uploads,UPL12,"Big 5 PC Badges – Rubina/Sabah
",,"Big 5 PC Badges – Rubina/Sabah
",Not Used
Uploads,UPL13,"BIG5: Cool Box  - Vicky
",,"BIG5: Cool Box  - Vicky
",Not Used
Uploads,UPL14,"BIG5: EMI Data - Vicky
",,"BIG5: EMI Data - Vicky
",Not Used
Uploads,UPL15,"BIG5: Al Fanar data – Vicky/Hussein
",,"BIG5: Al Fanar data – Vicky/Hussein
",Not Used
Uploads,UPL16,"BIG5: Canadian Delegation
",,"BIG5: Canadian Delegation
",Not Used
Uploads,UPL17,"BIG5: Focus Group attendees - Disha
",,"BIG5: Focus Group attendees - Disha
",Not Used
Uploads,UPL18,"BIG5: Visitor data 
",,"BIG5: Visitor data 
",Not Used
Uploads,UPL19,"BIG5: Hira Walraven AC Industry L.L.C
",,"BIG5: Hira Walraven AC Industry L.L.C
",Not Used
Uploads,UPL20,"BIG 5 : Italian Trade Commision
",,"BIG 5 : Italian Trade Commision
",Not Used
Uploads,UPL21,Generic VIP Upload,,Generic VIP Upload,Not Used
Uploads,OUPL1,BIG 5 : Additional Exhibitor List From Marie - Al Rajhi File,,BIG 5 : Additional Exhibitor List From Marie - Al Rajhi File,Not Used
Uploads,UPL22,BIG 5: Sumayyah Media List,,BIG 5: Sumayyah Media List,Not Used
Uploads,UPL23,BIG 5: Exhibitors Tele Delivery,,BIG 5: Exhibitors Tele Delivery,Not Used
Uploads,OUPL2,BIG5: Generic Visitor Badges,,BIG5: Generic Visitor Badges,Not Used
Uploads,MECUPLONS1,MEC: Request from Gabi. SPK EXH VIP VIS upload Onsite,,MEC: Request from Gabi. SPK EXH VIP VIS upload Onsite,Not Used
Uploads,OUPL3,BIG5: Copie de Data from Khadija,,BIG5: Copie de Data from Khadija,Not Used
Uploads,OUPL4,BIG5 : Make in India - EXH,,BIG5 : Make in India - EXH,Not Used
Uploads,OUPL5,BIG5 : Canadian Delegates 2,,BIG5 : Canadian Delegates 2,Not Used
Uploads,OUPL6,MEC : PC Sobha List by Kate ,,MEC : PC Sobha List by Kate ,Not Used
Uploads,OUPL7,BIG: JAFZA Exhibitor,,BIG: JAFZA Exhibitor,Not Used
Uploads,OUPL8,BIG: DWTC Organizer,,BIG: DWTC Organizer,Not Used
Uploads,OUPL9,BIG5 : JRD VIP List,,BIG5 : JRD VIP List,Not Used
Uploads,OUPL10,BIG5 : DMG Runners Staff List (Vibes),,BIG5 : DMG Runners Staff List (Vibes),Not Used
Uploads,OUPL11,BIG5 : Archie Survey Staff List,,BIG5 : Archie Survey Staff List,Not Used
Uploads,OUPL12,BIG5 : Press List Summayah,,BIG5 : Press List Summayah,Not Used
Uploads,OUPL13,BIG: Organizers Badge from Vicky DWTC,,BIG: Organizers Badge from Vicky DWTC,Not Used
Uploads,OUPL14,BIG: Salma Additional Visitor,,BIG: Salma Additional Visitor,Not Used
Subscribe to - MEC (Onsite),MP301,The Big 5 Hub industry newsletter,,The Big 5 Hub industry newsletter,Not Used
Subscribe to - MEC (Onsite),MP302,The Big 5 Hub quarterly magazine,,The Big 5 Hub quarterly magazine,Not Used
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1B3,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1C1,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1C2,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1C3,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1D1,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1D2,dummyvar,,dummyvar,Demographic
Workshop: Theater 1 - TECHNOLOGY IN CONSTRUCTION,T1D3,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2A1,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2A2,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2A3,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2B1,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2B2,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2B3,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2C1,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2C2,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2C3,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2D1,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2D2,dummyvar,,dummyvar,Demographic
Workshop: Theater 2 - ARCHITECTECTURE & MEP SERVICES,T2D3,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3A1,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3A2,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3A3,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3B1,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3B2,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3B3,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3C1,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3C2,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3C3,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3D1,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3D2,dummyvar,,dummyvar,Demographic
Workshop: Theater 3 - EMPHASIS ON SAFETY AND LOGISTICS,T3D3,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4A1,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4A2,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4A3,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4B1,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4B2,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4B3,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4C1,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4C2,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4C3,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4D1,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4D2,dummyvar,,dummyvar,Demographic
Workshop: Theater 4 - SUSTAINABILITY IS THE FUTURE,T4D3,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5A1,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5A2,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5A3,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5B1,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5B2,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5B3,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5C1,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5C2,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5C3,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5D1,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5D2,dummyvar,,dummyvar,Demographic
Workshop: Theater 5 - BUSINESS STRATEGIES & MARKETING STRATEGIES,T5D3,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6A1,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6A2,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6A3,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6B1,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6B2,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6B3,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6C1,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6C2,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6C3,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6D1,dummyvar,,dummyvar,Demographic
DTCM Categories - Internal Use Only,SVISPREREG,SVISPREREG,,SVISPREREG,Not Used
DTCM Categories - Internal Use Only,SEXHPREREG,SEXHPREREG,,SEXHPREREG,Not Used
DTCM Categories - Internal Use Only,SPLATINUMCL,SPLATINUMCL,,SPLATINUMCL,Not Used
DTCM Categories - Internal Use Only,SVIPVISITORS,SVIPVISITORS,,SVIPVISITORS,Not Used
DTCM Categories - Internal Use Only,SSUMMITDELE,SSUMMITDELE,,SSUMMITDELE,Not Used
DTCM Categories - Internal Use Only,SSPEAKERS,SSPEAKERS,,SSPEAKERS,Not Used
DTCM Categories - Internal Use Only,SORGANISER,SORGANISER,,SORGANISER,Not Used
DTCM Categories - Internal Use Only,SEXHOL,SEXHOL,,SEXHOL,Not Used
DTCM Categories - Internal Use Only,SOSVIS,SOSVIS,,SOSVIS,Not Used
DTCM Categories - Internal Use Only,SMEDIA,SMEDIA,,SMEDIA,Not Used
DTCM Categories - Internal Use Only,SOLVIS,SOLVIS,,SOLVIS,Not Used
DTCM Categories - Internal Use Only,SVISPREREG2,SVISPREREG2,,SVISPREREG2,Not Used
DTCM Categories - Internal Use Only,SPLANB,SPLANB,,SPLANB,Not Used
Generic Badges,GVIP,Generic VIP,,Generic VIP,Not Used
Workshop: Theater 6 - PROJECT MANAGEMENT,T6D2,dummyvar,,dummyvar,Demographic
Workshop: Theater 6 - PROJECT MANAGEMENT,T6D3,dummyvar,,dummyvar,Demographic
What region do you operate in? - Big5 (Media Onsite Form),BF411,UAE,,UAE,Not Used
What region do you operate in? - Big5 (Media Onsite Form),BF412,GCC,,GCC,Not Used
What region do you operate in? - Big5 (Media Onsite Form),BF413,MENA,,MENA,Not Used
What region do you operate in? - Big5 (Media Onsite Form),BF414,International,,International,Not Used
What region do you operate in? - Big5 (Media Onsite Form),BF419,Other,,Other,Not Used
What area of media do you work in? - Big5 (Media Onsite Form),BF511,Journalism,,Journalism,Not Used
