"","Card.Number","Date","flow","day"
"37773","3798002547",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37774","3798002548",2017-09-20,"Seafex",4
"37775","3798002549",2017-09-20,"Gulf Host-Yummex",4
"37776","3798002550",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37777","3798002551",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"37778","3798002552",2017-09-20,"Gulf Host",4
"37779","3798002553",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37780","3798002554",2017-09-20,"The Specialty Food Festival-Crossover into Hotel / Leisure-Gulf Host-Yummex",4
"37781","3798002555",2017-09-20,"Gulf Host",4
"37782","3798002556",2017-09-20,"The Specialty Food Festival-Yummex-The Specialty Food Festival",4
"37783","3798002557",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37784","3798002558",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host",4
"37785","3798002559",2017-09-20,"Seafex",4
"37786","3798002560",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-Gulf Host",4
"37787","3798002561",2017-09-20,"Gulf Host",4
"37788","3798002562",2017-09-20,"The Specialty Food Festival-Gulf Host-Seafex-Yummex-Crossover into Hotel / Leisure",4
"37789","3798002563",2017-09-20,"Gulf Host",4
"37790","3798002564",2017-09-20,"Yummex-Crossover into Hotel / Leisure",4
"37791","3798002565",2017-09-20,"Yummex",4
"37792","3798002566",2017-09-20,"Seafex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37793","3798002567",2017-09-20,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37794","3798002568",2017-09-20,"Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37795","3798002569",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37796","3798002570",2017-09-20,"Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37797","3798002571",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37798","3798002572",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37799","3798002573",2017-09-20,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37800","3798002574",2017-09-20,"Seafex-Crossover into Hotel / Leisure",4
"37801","3798002575",2017-09-20,"Yummex",4
"37802","3798002576",2017-09-20,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37803","3798002577",2017-09-20,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37804","3798002578",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37805","3798002579",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host",4
"37806","3798002580",2017-09-20,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37807","3798002581",2017-09-20,"Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37808","3798002582",2017-09-20,"The Specialty Food Festival-Yummex-Seafex-The Specialty Food Festival",4
"37809","3798002583",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37810","3798002584",2017-09-20,"Yummex",4
"37811","3798002585",2017-09-20,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37812","3798002586",2017-09-20,"Seafex",4
"37813","3798002587",2017-09-20,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37814","3798002588",2017-09-20,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37815","3798002589",2017-09-20,"Gulf Host",4
"37816","3798002590",2017-09-20,"Yummex-Gulf Host",4
"37817","3798002591",2017-09-20,"Yummex",4
"37818","3798002592",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure-Yummex-Gulf Host",4
"37819","3798002593",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Gulf Host",4
"37820","3798002594",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Gulf Host",4
"37821","3798002595",2017-09-20,"Yummex",4
"37822","3798002596",2017-09-20,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37823","3798002597",2017-09-20,"Seafex",4
"37824","3798002598",2017-09-20,"Gulf Host-Yummex-The Specialty Food Festival",4
"37825","3798002599",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37826","3798002600",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37827","3798002601",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37828","3798002602",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37829","3798002603",2017-09-20,"Yummex-Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37830","3798002604",2017-09-20,"Yummex",4
"37831","3798002605",2017-09-20,"The Specialty Food Festival",4
"37832","3798002606",2017-09-20,"Gulf Host",4
"37833","3798002607",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37834","3798002608",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37835","3798002609",2017-09-20,"Gulf Host",4
"37836","3798002610",2017-09-20,"Gulf Host",4
"37837","3798002611",2017-09-20,"Gulf Host",4
"37838","3798002612",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37839","3798002613",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host",4
"37840","3798002614",2017-09-20,"Gulf Host-Yummex",4
"37841","3798002615",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-The Specialty Food Festival",4
"37842","3798002616",2017-09-20,"Yummex",4
"37843","3798002617",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37844","3798002618",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-Gulf Host",4
"37845","3798002619",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host",4
"37846","3798002620",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37847","3798002621",2017-09-20,"Seafex",4
"37848","3798002622",2017-09-20,"Seafex-Crossover into Hotel / Leisure",4
"37849","3798002623",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37850","3798002624",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37851","3798002625",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37852","3798002627",2017-09-20,"Gulf Host",4
"37853","3798002628",2017-09-20,"Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure",4
"37854","3798002629",2017-09-20,"The Specialty Food Festival",4
"37855","3798002630",2017-09-20,"Gulf Host",4
"37856","3798002631",2017-09-20,"Gulf Host-Yummex",4
"37857","3798002632",2017-09-20,"Crossover into Hotel / Leisure-Yummex",4
"37858","3798002633",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-The Specialty Food Festival-Gulf Host-Crossover into Hotel / Leisure",4
"37859","3798002635",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex",4
"37860","3798002636",2017-09-20,"Seafex-The Specialty Food Festival-Seafex-Yummex-Crossover into Hotel / Leisure",4
"37861","3798002637",2017-09-20,"Gulf Host",4
"37862","3798002639",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37863","3798002640",2017-09-20,"Seafex-The Specialty Food Festival-Crossover into Hotel / Leisure",4
"37864","3798002641",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37865","3798002642",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37866","3798002643",2017-09-20,"Gulf Host",4
"37867","3798002644",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex-Crossover into Hotel / Leisure-Yummex-Gulf Host",4
"37868","3798002645",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37869","3798002646",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37870","3798002647",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37871","3798002648",2017-09-20,"Seafex",4
"37872","3798002649",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37873","3798002650",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37874","3798002651",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37875","3798002652",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex",4
"37876","3798002653",2017-09-20,"Gulf Host",4
"37877","3798002654",2017-09-20,"Seafex",4
"37878","3798002655",2017-09-20,"Seafex",4
"37879","3798002656",2017-09-20,"Yummex-Crossover into Hotel / Leisure",4
"37880","3798002657",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37881","3798002658",2017-09-20,"Yummex",4
"37882","3798002659",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37883","3798002660",2017-09-20,"Gulf Host-Yummex",4
"37884","3798002661",2017-09-20,"Gulf Host-Yummex-Gulf Host",4
"37885","3798002662",2017-09-20,"Yummex-Seafex",4
"37886","3798002663",2017-09-20,"Gulf Host",4
"37887","3798002664",2017-09-20,"Yummex-Gulf Host",4
"37888","3798002665",2017-09-20,"Yummex",4
"37889","3798002666",2017-09-20,"Gulf Host-Yummex-The Specialty Food Festival",4
"37890","3798002667",2017-09-20,"Gulf Host",4
"37891","3798002668",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37892","3798002669",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37893","3798002670",2017-09-20,"Yummex",4
"37894","3798002671",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival",4
"37895","3798002672",2017-09-20,"Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure",4
"37896","3798002673",2017-09-20,"Yummex",4
"37897","3798002674",2017-09-20,"Yummex",4
"37898","3798002675",2017-09-20,"Yummex",4
"37899","3798002676",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-Seafex",4
"37900","3798002677",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex-Gulf Host-Yummex",4
"37901","3798002678",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host",4
"37902","3798002679",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37903","3798002680",2017-09-20,"Yummex",4
"37904","3798002681",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37905","3798002682",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37906","3798002683",2017-09-20,"Gulf Host",4
"37907","3798002684",2017-09-20,"Seafex-Crossover into Hotel / Leisure-Yummex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37908","3798002685",2017-09-20,"Gulf Host",4
"37909","3798002686",2017-09-20,"Gulf Host-Yummex-The Specialty Food Festival-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37910","3798002687",2017-09-20,"Yummex-Crossover into Hotel / Leisure",4
"37911","3798002688",2017-09-20,"Gulf Host-Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37912","3798002689",2017-09-20,"Gulf Host",4
"37913","3798002690",2017-09-20,"Crossover into Hotel / Leisure-Seafex-Yummex",4
"37914","3798002691",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-The Specialty Food Festival-Gulf Host",4
"37915","3798002692",2017-09-20,"Yummex-Crossover into Hotel / Leisure",4
"37916","3798002693",2017-09-20,"Gulf Host",4
"37917","3798002694",2017-09-20,"Gulf Host",4
"37918","3798002695",2017-09-20,"Gulf Host",4
"37919","3798002696",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Gulf Host-Yummex-Seafex",4
"37920","3798002697",2017-09-20,"Gulf Host",4
"37921","3798002698",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37922","3798002699",2017-09-20,"Seafex",4
"37923","3798002700",2017-09-20,"Crossover into Hotel / Leisure-Seafex-Yummex",4
"37924","3798002701",2017-09-20,"Seafex-The Specialty Food Festival-Seafex-Yummex",4
"37925","3798002702",2017-09-20,"Gulf Host",4
"37926","3798002703",2017-09-20,"Seafex-Gulf Host-Yummex",4
"37927","3798002704",2017-09-20,"Seafex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37928","3798002705",2017-09-20,"Gulf Host",4
"37929","3798002706",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37930","3798002707",2017-09-20,"Seafex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37931","3798002708",2017-09-20,"Seafex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37932","3798002709",2017-09-20,"Seafex",4
"37933","3798002710",2017-09-20,"Gulf Host",4
"37934","3798002711",2017-09-20,"Crossover into Hotel / Leisure-Seafex-Yummex",4
"37935","3798002712",2017-09-20,"Crossover into Hotel / Leisure",4
"37936","3798002713",2017-09-20,"Yummex",4
"37937","3798002714",2017-09-20,"Seafex-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37938","3798002715",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex",4
"37939","3798002716",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37940","3798002717",2017-09-20,"Gulf Host",4
"37941","3798002718",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex",4
"37942","3798002719",2017-09-20,"Gulf Host",4
"37943","3798002720",2017-09-20,"Seafex",4
"37944","3798002721",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival",4
"37945","3798002722",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex",4
"37946","3798002723",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival",4
"37947","3798002724",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37948","3798002725",2017-09-20,"Seafex",4
"37949","3798002726",2017-09-20,"Yummex-Seafex-The Specialty Food Festival",4
"37950","3798002727",2017-09-20,"Yummex-Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure",4
"37951","3798002728",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex-Gulf Host",4
"37952","3798002729",2017-09-20,"Yummex-The Specialty Food Festival-Yummex-Crossover into Hotel / Leisure",4
"37953","3798002730",2017-09-20,"Seafex",4
"37954","3798002731",2017-09-20,"Gulf Host",4
"37955","3798002732",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37956","3798002733",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex",4
"37957","3798002734",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex",4
"37958","3798002735",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex-Gulf Host",4
"37959","3798002736",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Gulf Host-Yummex-The Specialty Food Festival-Crossover into Hotel / Leisure",4
"37960","3798002737",2017-09-20,"Crossover into Hotel / Leisure-Yummex-Gulf Host",4
"37961","3798002738",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Yummex",4
"37962","3798002739",2017-09-20,"Gulf Host",4
"37963","3798002740",2017-09-20,"Yummex-Gulf Host-Crossover into Hotel / Leisure",4
"37964","3798002741",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37965","3798002742",2017-09-20,"Gulf Host",4
"37966","3798002743",2017-09-20,"Seafex",4
"37967","3798002744",2017-09-20,"Gulf Host-Yummex-Seafex",4
"37968","3798002745",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37969","3798002746",2017-09-20,"Yummex",4
"37970","3798002747",2017-09-20,"Yummex-The Specialty Food Festival",4
"37971","3798002748",2017-09-20,"Gulf Host",4
"37972","3798002749",2017-09-20,"Seafex-Crossover into Hotel / Leisure-Yummex",4
"37973","3798002750",2017-09-20,"Gulf Host",4
"37974","3798002751",2017-09-20,"Seafex",4
"37975","3798002752",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-Gulf Host",4
"37976","3798002753",2017-09-20,"Yummex-Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37977","3798002754",2017-09-20,"Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"37978","3798002755",2017-09-20,"Yummex",4
"37979","3798002756",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37980","3798002757",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex-Gulf Host",4
"37981","3798002758",2017-09-20,"Yummex",4
"37982","3798002759",2017-09-20,"Gulf Host",4
"37983","3798002760",2017-09-20,"Yummex",4
"37984","3798002761",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37985","3798002762",2017-09-20,"Gulf Host",4
"37986","3798002763",2017-09-20,"Seafex",4
"37987","3798002764",2017-09-20,"Yummex",4
"37988","3798002765",2017-09-20,"Gulf Host",4
"37989","3798002766",2017-09-20,"Gulf Host",4
"37990","3798002767",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex-Crossover into Hotel / Leisure",4
"37991","3798002768",2017-09-20,"Yummex",4
"37992","3798002769",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37993","3798002770",2017-09-20,"Seafex",4
"37994","3798002771",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"37995","3798002772",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure",4
"37996","3798002773",2017-09-20,"Yummex",4
"37997","3798002775",2017-09-20,"Gulf Host",4
"37998","3798002776",2017-09-20,"Yummex",4
"37999","3798002777",2017-09-20,"Crossover into Hotel / Leisure-Seafex-Crossover into Hotel / Leisure-Yummex-The Specialty Food Festival-Gulf Host-Yummex-Crossover into Hotel / Leisure",4
"38000","3798002778",2017-09-20,"Seafex",4
"38001","3798002779",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"38002","3798002780",2017-09-20,"Seafex-Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Yummex",4
"38003","3798002781",2017-09-20,"Gulf Host",4
"38004","3798002782",2017-09-20,"Gulf Host-Yummex",4
"38005","3798002784",2017-09-20,"Crossover into Hotel / Leisure-Gulf Host-Crossover into Hotel / Leisure-Gulf Host-Yummex",4
"38006","3798002785",2017-09-20,"Seafex-Gulf Host-Crossover into Hotel / Leisure",4
"38007","3798002786",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host",4
"38008","3798002787",2017-09-20,"Seafex",4
"38009","3798002788",2017-09-20,"Yummex",4
"38010","3798002789",2017-09-20,"Gulf Host",4
"38011","3798002790",2017-09-20,"Yummex",4
"38012","3798002791",2017-09-20,"Gulf Host-Crossover into Hotel / Leisure-Gulf Host",4
"38013","3798002792",2017-09-20,"Gulf Host-Yummex",4
"38014","3798002793",2017-09-20,"Seafex-Yummex",4
"38015","3798002794",2017-09-20,"Seafex-Crossover into Hotel / Leisure-Gulf Host",4
"38016","3798002795",2017-09-20,"Seafex-Yummex-Gulf Host",4
"38017","3798002796",2017-09-20,"Seafex-Gulf Host",4
"38018","3798002797",2017-09-20,"Seafex",4
"38019","3798002798",2017-09-20,"Gulf Host",4
"38020","3798002799",2017-09-20,"Seafex",4
"38021","3798002800",2017-09-20,"Gulf Host",4
"38022","3798002801",2017-09-20,"Yummex-Gulf Host",4
"38023","3798002802",2017-09-20,"Gulf Host-Yummex",4
"38024","3798002803",2017-09-20,"Gulf Host",4
"38025","3798002804",2017-09-20,"Yummex",4
"38026","3798002805",2017-09-20,"Gulf Host-Yummex",4
"38027","3798002806",2017-09-20,"Gulf Host-Yummex",4
"38028","3798002807",2017-09-20,"Seafex",4
"38029","3798002808",2017-09-20,"Gulf Host",4
"38030","3798002809",2017-09-20,"Seafex",4
"38031","3798002810",2017-09-20,"Yummex",4
"38032","3798002811",2017-09-20,"Gulf Host",4
"38033","3798002812",2017-09-20,"Gulf Host",4
"38034","3798002813",2017-09-20,"Gulf Host",4
"38035","3798002814",2017-09-20,"Gulf Host",4
